id,value,fips,lat,lon,state,county,city,CMAQ,zcta,zcta_area,zcta_pop,imp_a500,imp_a1000,imp_a5000,imp_a10000,imp_a15000,county_area,county_pop,log_dist_to_prisec,log_pri_length_5000,log_pri_length_10000,log_pri_length_15000,log_pri_length_25000,log_prisec_length_500,log_prisec_length_1000,log_prisec_length_5000,log_prisec_length_10000,log_prisec_length_15000,log_prisec_length_25000,log_nei_2008_pm25_sum_10000,log_nei_2008_pm25_sum_15000,log_nei_2008_pm25_sum_25000,log_nei_2008_pm10_sum_10000,log_nei_2008_pm10_sum_15000,log_nei_2008_pm10_sum_25000,popdens_county,popdens_zcta,nohs,somehs,hs,somecollege,associate,bachelor,grad,pov,hs_orless,urc2013,urc2006,aod
1073.2003,14.5502381,1073,33.499722,-86.924167,Alabama,Jefferson,Birmingham,10.23561168,35064,10636977,11458,43.64878893,41.59503951,24.25997039,17.88498444,15.57502871,2878192209,658466,3.972137282,10.73235701,11.65535357,12.15527095,12.97635107,8.385759047,9.204951251,11.88082271,13.05832792,13.69293428,14.32724571,7.672117001,8.365959882,8.684035005,7.857940669,8.562627192,8.937660786,228.7776327,1077.185746,2.7,9.8,28.8,26.3,12.4,11.6,8.3,18.1,41.3,1,1,40
1073.2006,12.228125,1073,33.386389,-86.816667,Alabama,Jefferson,Hoover,10.23561168,35244,56063756,32390,42.42820069,38.72339965,17.60978581,12.53897889,12.7487614,2878192209,658466,4.721754784,10.73724033,11.46225861,11.90286667,12.9966942,7.528913339,9.342290171,11.71318993,12.53899137,13.43202251,14.27363416,4.084299542,5.585248415,8.600665092,4.254368579,5.826868556,8.820554199,228.7776327,577.7351057,0.8,2.6,12.9,17.9,5.2,35.5,25.2,2.1,16.3,1,1,44.25
1073.5002,11.95194805,1073,33.704722,-86.669167,Alabama,Jefferson,Pinson,9.303765525,35126,150661846,21725,1.483257919,1.922224734,2.915460201,3.548306206,4.252942125,2878192209,658466,4.288260497,8.517193191,9.769591689,11.45894005,12.73009362,8.398189555,9.211938168,11.00710251,11.84730213,13.06383751,14.0227528,1.718371751,4.989419594,8.179547458,2.222249438,5.509545379,8.401721838,228.7776327,144.1970915,2.8,8.2,32,28.9,7.4,13.5,7.1,5.1,43,1,1,36.72727273
1073.5003,11.775,1073,33.801667,-86.9425,Alabama,Jefferson,Not in a city,8.816101285,35180,230081840,13794,0.416089965,0.314878893,0.505267766,0.554364073,0.948113549,2878192209,658466,8.734820584,8.517193191,10.20582257,11.3807905,11.85792901,6.214608098,7.60090246,8.517193191,10.42076998,12.44772206,13.34257868,0,4.008887068,6.425888035,0,4.016695044,6.96158011,228.7776327,59.95258035,9.7,21.6,39.3,21.6,5.2,2.2,0.4,13.3,70.6,2,2,42.63636364
1089.0014,12.23294118,1089,34.68767,-86.58637,Alabama,Madison,Huntsville,9.343610807,35802,46963946,21297,23.20415225,26.92322664,19.65130081,14.33180447,10.35551366,2076116529,334811,4.659519398,8.517193191,10.51283862,10.88555915,11.47390881,8.760548948,9.543182988,11.48606846,12.68440014,13.30376867,13.87170083,3.591947873,3.77340013,4.965210337,3.666236991,3.861625873,5.219092296,161.2679227,453.4755235,1.2,3.1,15.1,20.5,6.5,30.4,23.3,5.2,19.4,3,3,42.41666667
1097.0003,10.03211009,1097,30.769941,-88.087526,Alabama,Mobile,Chickasaw,8.654895078,36611,12304398,6106,4.415224913,7.137975779,10.88611101,8.619154358,7.717077706,3184223082,412992,5.779169728,10.36427157,11.11602247,11.70660834,12.23758268,7.595228927,8.658653672,11.74897929,12.79350331,13.28138831,13.90072179,6.048930476,6.233243618,6.43059979,6.230905819,6.427890313,6.640325785,129.6994555,496.2453263,3,17.1,39,22.4,6.6,7.8,4.2,23.2,59.1,3,3,42
1097.2005,9.565934066,1097,30.474674,-88.14114,Alabama,Mobile,Theodore,9.495926357,36582,207987772,24624,0.276816609,0.254757785,2.230007602,3.378827066,2.871933171,3184223082,412992,8.21116171,8.517193191,10.25314726,11.00707412,11.80354992,6.214608098,7.60090246,10.10812115,12.08149679,12.76882643,13.41495342,5.582288864,5.824403851,6.062048314,5.973798046,6.14717605,6.399521311,129.6994555,118.3915754,5.3,14.2,35.7,23.8,8.3,8.3,4.5,18.4,55.2,3,3,43.08333333
1101.0007,11.99786667,1101,32.425833,-86.285278,Alabama,Montgomery,Montgomery,10.21943258,36110,76743399,12997,14.5449827,16.71583045,19.23057009,14.99611808,10.91856363,2031190777,229363,7.187640401,9.623935551,11.13414743,11.6080963,12.1263196,6.214608098,7.60090246,11.47380981,12.81851197,13.52934634,14.10779205,3.704733653,3.990921996,7.215941444,3.939083577,4.229315143,7.331327192,112.9204615,169.3565853,8.8,19.3,36,20.2,4.6,7.6,3.5,23,64.1,3,3,39.5
1103.0011,11.37372881,1103,34.518735,-86.976939,Alabama,Morgan,Decatur,8.821747755,35603,182234536,30545,0,1.031019862,3.15979333,5.513897468,4.180120095,1500476319,119490,6.689449032,8.517193191,10.69983947,11.33555554,12.16392121,6.214608098,8.961700434,11.05043095,12.25589681,13.0823043,13.65843442,0.416754052,5.831029853,6.89052703,0.459111607,6.026891829,7.085675807,79.63471232,167.6136734,4.8,7.8,28.7,25,7.5,18.2,8,8.3,41.3,4,4,40.90909091
1113.0001,13.16314554,1113,32.4722,-85.0051,Alabama,Russell,Phenix City,9.774143543,31901,11526212,8638,60.4532872,49.14359862,25.7854697,16.35380485,11.11534131,560435436,189885,5.522935918,8.517193191,11.36370056,11.65732208,12.05098649,8.3208416,9.324508583,12.26565755,13.23235559,13.6598404,14.16989752,5.514308113,5.514316235,5.581576769,5.71206787,5.712077632,5.786267089,338.8169052,749.4222733,8.6,24.6,27.7,19.4,4.3,9.5,5.9,37.7,60.9,3,3,31.25
1117.0006,11.56271186,1117,33.312927,-86.821104,Alabama,Shelby,Pelham,10.23561168,35124,107636446,23020,15.44290657,15.74502595,13.67281646,9.708023565,7.981336256,2032960300,195085,6.749288768,10.04116562,11.28377495,11.78003109,12.85059739,6.214608098,8.293111928,11.73327497,12.57299296,12.92091057,14.06328905,3.166591247,4.827780277,7.997307389,3.797292593,5.250210844,8.235642585,95.96104754,213.8680796,1.7,2.2,13.5,19.4,5.9,36.6,20.7,2.7,17.4,1,1,44.25
1121.0002,12.1953271,1121,33.279747,-86.349438,Alabama,Talladega,Childersburg,10.25765171,35044,149427693,7713,18.55017301,11.05414365,2.917171645,1.684684486,1.377741973,1908239516,82291,5.348266439,8.517193191,9.210340372,9.61580548,10.13183185,8.840745658,9.894883928,11.71628015,12.40818755,12.87179928,13.4670794,6.645888351,6.72661252,6.812622604,7.286205285,7.333917521,7.521427456,43.12404146,51.61693823,16.7,33.3,37.5,12.5,0,0,0,18.8,87.5,5,5,39.81818182
1125.0004,11.42058824,1125,33.18935,-87.484217,Alabama,Tuscaloosa,Tuscaloosa,8.52887043,35404,43523535,21251,14.44982699,12.1541955,12.67659435,9.501887604,6.036709304,3423328940,194656,4.770278042,10.50811099,11.65866715,12.00039429,12.46186961,7.944225121,8.953116151,11.8186948,13.02686183,13.39254825,13.841857,4.001210713,5.296910712,5.605486447,4.285963016,5.413627763,5.761315837,56.86161143,488.2645677,6.5,11,36.4,19.5,5.4,12.6,8.6,15.5,53.9,4,4,30.66666667
1127.0002,11.70583333,1127,33.832778,-87.2725,Alabama,Walker,Jasper,8.140101397,35501,129312323,10424,0.230968858,3.908520761,6.310257965,2.548233444,1.510866858,2049177420,67023,7.041732365,8.517193191,9.210340372,9.61580548,10.1266311,6.214608098,7.60090246,11.26395304,12.12030303,12.52155658,13.10634898,3.736211829,3.736211829,5.8895988,3.879107227,3.879107227,6.613946614,32.70727041,80.61103349,5.7,14.3,37.6,21.3,7.3,10.3,3.5,19.3,57.6,2,2,35.83333333
4001.1235,3.023809524,4001,35.881974,-109.434003,Arizona,Apache,Fort Defiance,4.523397768,86540,627281564,1088,0.073529412,0.14532872,0.665920349,0.414888714,0.334425273,29001443825,71518,9.614076619,8.517193191,9.210340372,9.61580548,10.1266311,6.214608098,7.60090246,8.517193191,9.210340372,9.658219943,11.73220034,0,0,0,0,0,0,2.466015155,1.734468319,29.4,12.2,37.5,18.4,1.4,1.1,0,44.8,79.1,6,6,13.9
4003.1005,6.911111111,4003,31.3492,-109.539683,Arizona,Cochise,Douglas,5.266898447,85626,1907854,1021,2.191176471,6.884731834,21.31491739,34.12899364,42.55537423,15969063883,131346,6.760903252,8.517193191,9.210340372,9.61580548,10.1266311,6.214608098,8.196272046,10.57871225,11.07809707,11.40092164,11.82078127,0.095002496,0.459928419,4.954749959,0.623242822,1.721041539,5.479101472,8.225028152,535.1562541,32.7,11.8,45,7.9,2.6,0,0,15.6,89.5,4,5,12.83333333
4005.1008,5.928813559,4005,35.206111,-111.652777,Arizona,Coconino,Flagstaff,5.10844222,86011,1756314,6362,45.19377163,45.46535326,14.15930393,6.092158887,3.233333693,48222689085,134421,6.314788029,10.44675982,11.32214193,11.98629519,12.59833715,6.214608098,9.563727058,11.64207668,12.39036144,12.83378015,13.33214645,3.80677495,3.80677495,4.009038112,3.881124278,3.881124278,4.070768791,2.787505271,3622.3591,1.7,0,22.3,36.4,14.7,13.6,11.4,64.3,24,4,4,29.25
4013.0019,10.49261745,4013,33.48385,-112.14257,Arizona,Maricopa,Phoenix,12.21353043,85019,9712436,25042,42.69982699,47.86764706,46.96630799,42.57106226,36.46626833,23828260196,3817117,7.134575062,11.18722794,12.04158401,12.48767702,12.95395439,6.214608098,7.60090246,11.52403981,12.57109204,13.21370147,13.98698967,1.679262359,4.157284985,4.262179249,1.761445434,4.277644933,4.760137665,160.1928537,2578.343888,23.9,17.4,27.3,20.8,4.3,4.2,2,29.5,68.6,1,1,46.33333333
4013.1003,8.446086957,4013,33.41045,-111.86507,Arizona,Maricopa,Mesa,14.09545857,85202,16247196,37275,45.87626962,51.34828674,42.76612925,35.04832272,33.45200753,23828260196,3817117,7.15726197,8.517193191,10.31038879,11.51566539,12.5516319,6.214608098,7.60090246,11.87479413,12.76052008,13.2633136,13.92394549,0.637270841,4.139917877,4.299590225,0.949420314,4.505931853,4.954226094,160.1928537,2294.242034,11.7,12.6,30.5,22.5,5.2,12.8,4.8,13.4,54.8,1,1,39.33333333
4013.4003,10.88362069,4013,33.40316,-112.07533,Arizona,Maricopa,Phoenix,11.4769073,85041,41109732,54947,31.4083045,32.63040657,29.17275937,28.60795522,29.71837125,23828260196,3817117,8.143559676,10.46447939,12.07869349,12.49758932,12.90663413,6.214608098,7.60090246,10.49273771,12.52418951,13.16398153,13.93858843,4.148734787,4.163445534,4.178005183,4.265768301,4.289018753,4.344962349,160.1928537,1336.593486,19.1,15.6,26.5,18,6,10.6,4.1,21.4,61.2,1,1,49.08333333
4013.702,7.190909091,4013,33.488242,-111.855654,Arizona,Maricopa,Scottsdale,14.09545857,85256,85498969,4974,1.76816609,3.569420415,10.70334107,21.5980568,26.39384757,23828260196,3817117,7.682282473,8.517193191,9.210340372,10.46780868,12.45786525,6.214608098,7.60090246,11.12865999,12.2953223,13.16646411,13.96239838,0.050442128,1.481125596,4.261499078,0.101190326,3.106764015,4.821590635,160.1928537,58.17614011,11.7,22.8,32.8,20,4.5,6.1,2.1,19.4,67.3,1,1,39.33333333
4013.9997,8.846086957,4013,33.503833,-112.095767,Arizona,Maricopa,Phoenix,12.21353043,85015,12646585,37644,47.56920415,50.2011902,45.69918699,43.08277401,39.10755087,23828260196,3817117,7.453985682,10.66384269,12.08334064,12.49965227,12.93347645,6.214608098,7.60090246,11.25810967,12.69744708,13.21637022,14.10301681,1.668996148,4.157290451,4.256378798,1.748869644,4.277682208,4.766318912,160.1928537,2976.613845,13.9,14,27.7,21.4,6.4,10.4,6.1,33.6,55.6,1,1,41.25
4015.1,5.528205128,4015,35.540017,-113.410782,Arizona,Mohave,Peach Springs,5.798752865,86411,1078691243,224,0.035467128,0.047577855,0.053378076,0.120045903,0.188487028,34475546921,200186,9.193844365,8.517193191,9.210340372,9.61580548,10.1266311,6.214608098,7.60090246,8.517193191,9.336948024,11.48889273,12.11156198,5.6007838,5.600785697,5.600785697,6.374419098,6.374425609,6.374425609,5.80660839,0.207659051,8.6,27,35.2,21,4.9,2.7,0.6,35.9,70.8,4,5,8.833333333
4019.0011,5.700862069,4019,32.322661,-111.038389,Arizona,Pima,Tucson,9.110332942,85741,26080228,32998,26.30449827,24.7166955,22.21341305,16.31857708,13.25182641,23794311939,980263,7.65813555,10.03479488,10.79474329,11.24744423,11.94202562,6.214608098,7.60090246,10.32786173,11.36762754,11.74227312,12.70743577,0.002167007,1.397258373,5.933994192,0.016549626,1.472407564,6.409331043,41.19736694,1265.249675,2.5,3.6,24.4,31.6,12.6,17.8,7.6,7.6,30.5,3,3,20.25
4019.1028,5.363559322,4019,32.29515,-110.9823,Arizona,Pima,Tucson,9.50234623,85704,46292988,30929,13.95363636,22.53483196,26.40699966,20.44209854,16.27468151,23794311939,980263,6.583571475,9.74894209,10.73531463,11.33862083,11.98947957,6.214608098,8.465103356,10.57934537,11.32643899,12.01600004,12.74818709,1.39062449,2.507368873,5.929785516,1.424079426,2.541089,6.389048377,41.19736694,668.1141429,9.8,14.1,30,25.7,6.6,8.8,5,26.4,53.9,3,3,37.91666667
4021.0001,10.57213115,4021,32.877583,-111.752222,Arizona,Pinal,Casa Grande,11.51284082,85122,129556205,50942,19.08304498,18.30687716,12.25446114,4.417326752,2.648748245,13896869603,375770,7.190244161,9.760636536,11.22121367,11.63964442,12.1359808,6.214608098,7.60090246,11.41443615,12.42691988,12.81992177,13.38694525,4.272654719,4.456744274,4.898196062,4.638197698,4.861676692,5.475425802,27.03990256,393.2038608,6.4,9.3,31.4,26.3,8.8,12.2,5.7,14.2,47.1,2,2,27.5
4021.3002,7.465178571,4021,33.421194,-111.503222,Arizona,Pinal,Apache Junction,11.3055527,85119,114040443,21219,9.136678201,6.527681661,4.729048385,5.197546107,5.032036284,13896869603,375770,7.845169676,8.517193191,9.246965929,9.640370954,10.14144268,6.214608098,7.60090246,10.52563638,11.70544562,12.32273185,13.07762277,3.46994925,3.46994925,4.025981256,4.251442675,4.251442675,5.108852546,27.03990256,186.0655697,3.2,6.5,32.1,30.3,10.2,12.3,5.4,7.1,41.8,2,2,29
4021.3013,19.45789474,4021,33.01053,-111.97205,Arizona,Pinal,Maricopa,11.51284082,85138,191824823,33633,1.042387543,0.774437716,1.387936654,2.805448158,1.701535305,13896869603,375770,5.714812316,8.542776194,9.223213682,9.624406074,12.00989476,7.640549228,8.664414881,10.12726596,11.63525399,12.17023796,13.32835788,2.96836486,3.478583918,4.503890126,4.301086642,4.463009161,5.209432157,27.03990256,175.3318443,2.3,3.3,26.1,29.1,11.2,21.1,6.8,3.3,31.7,2,2,25.91666667
4023.0004,14.11382114,4023,31.337204,-110.936718,Arizona,Santa Cruz,Nogales,6.093248214,85621,731039985,23054,2.230103806,10.78352076,23.90001883,35.07206841,42.18863965,3203598541,47420,5.595586099,10.0600283,10.57352039,10.92017142,11.3706744,7.606776483,9.020879449,11.45193583,11.71412208,11.91723452,12.26789111,0.737080211,0.871627972,0.871627972,0.737080211,1.480976846,1.480976846,14.80210438,31.53589472,21.3,16.7,31.8,16.4,3.6,7.7,2.4,28.6,69.8,5,5,16.33333333
4025.2002,5.827586207,4025,34.595,-112.331,Arizona,Yavapai,Prescott Valley,6.71369956,86314,187032556,34401,17.65224913,16.98010381,7.507459832,2.768005975,2.44617641,21039764981,211033,7.665077725,8.517193191,10.11837254,10.72133748,11.00177513,6.214608098,7.60090246,10.58470045,11.66720025,12.20593179,12.68854065,0.33707433,1.225829865,1.226154454,0.400318427,2.82313725,2.823642667,10.03019759,183.9305452,5,9.2,27.4,35.2,8.2,10.3,4.6,13.9,41.6,4,4,14
4027.0004,9.928333333,4027,32.677001,-114.648905,Arizona,Yuma,Yuma,23.13149069,85364,102169362,74904,35.16349481,36.46514776,23.06515845,11.24003126,12.23684626,14281174361,195751,6.413190203,9.65322968,10.8727804,11.24407459,11.69830244,6.214608098,8.786050238,10.66724872,11.55821679,11.99720052,12.47045694,3.619659847,3.619688639,3.620259849,4.100732589,4.100869484,4.103582259,13.70692599,733.1356341,14.7,13.4,24.9,26.5,6.7,8.9,4.9,18.8,53,4,4,46.25
5001.0011,11.24970414,5001,34.518515,-91.55896,Arkansas,Arkansas,Stuttgart,10.74727538,72160,870327339,10736,0.077854671,0.041738754,2.210376508,1.695919811,0.959554219,1678203880,8715,7.562634925,8.517193191,9.210340372,9.61580548,10.1266311,6.214608098,7.60090246,10.42083549,11.23094834,11.66600713,12.22026248,4.459412758,4.459412758,4.464942181,5.171147507,5.171147507,5.191864575,5.193051991,12.3355886,5.4,13.1,41.7,21.3,5.9,8.1,4.5,15.3,60.2,6,6,63.125
5003.0005,10.74453782,5003,33.136862,-91.950377,Arkansas,Ashley,Crossett,9.531806922,71635,560032086,12348,12.71626298,16.86562356,9.494701939,3.775102416,2.138043645,2396641905,21853,7.155049205,8.517193191,9.210340372,9.61580548,10.1266311,6.214608098,7.60090246,9.8956783,10.56713755,11.13094154,12.75344242,6.328332931,6.328332931,6.499345279,6.696041701,6.696041701,6.924366717,9.118174874,22.04873669,2.6,11,48.3,22.6,4.1,8.4,3,13.1,61.9,6,6,40.58333333
5035.0005,11.7147541,5035,35.197288,-90.193141,Arkansas,Crittenden,Marion,11.29919079,72364,187833290,15831,19.89186851,19.80968858,7.013772395,5.835952328,3.695712885,1579271661,50902,5.019187313,10.22897813,11.04376808,11.53863375,12.42226715,7.274460234,8.810625092,10.73181383,11.66552607,12.14713016,13.64745271,0.415369656,4.921060227,7.007710124,1.601608644,4.98676137,7.322590633,32.2313135,84.28218448,3.6,12.2,28.7,28.2,5.4,16.3,5.7,9.9,44.5,2,2,43.3
5045.0002,11.64506173,5045,35.105193,-92.427859,Arkansas,Faulkner,Conway,9.001802236,72035,320344,1083,33.04930796,30.57720588,21.48060185,7.198310098,3.756079591,1678012685,113237,7.236791019,10.36935806,11.02237369,11.39267613,12.0077048,6.214608098,7.60090246,11.15983929,11.86720092,12.26506604,13.02006915,0.935385366,3.311743227,3.314041649,1.519441266,3.696832134,3.708803451,67.48280333,3380.740704,14.225,17.775,30.85,16.275,6.75,12.2,1.925,20.025,62.85,3,3,30.5
5051.0003,11.15309735,5051,34.469441,-93.000178,Arkansas,Garland,Hot Springs (Hot Springs National Park),8.157881919,71901,267404865,29491,14.49394464,10.87564879,11.08313616,6.306004707,3.651717218,1755444878,96024,3.289127904,8.517193191,9.267749595,9.693228899,11.10777766,7.823183387,8.708900123,11.00208363,12.20455959,12.61356233,13.38594749,2.979051282,3.682215047,4.798589937,3.124916053,3.786380064,4.914022861,54.70066375,110.2859516,6.5,11.4,31.2,21.9,7.8,14,7.3,16.6,49.1,4,4,33.33333333
5067.0001,11.18688525,5067,35.637292,-91.188914,Arkansas,Jackson,Newport,13.11163427,72112,850468590,11467,0.121042831,0.438328466,1.332087643,1.455228274,0.90000447,1641892684,17997,8.526809436,8.517193191,10.60967758,11.09720338,11.67864702,6.214608098,7.60090246,8.517193191,11.8136961,12.21324479,12.89297919,3.934657901,3.954340731,5.591541212,3.972470041,3.991565279,6.728936398,10.96113051,13.48315521,9.8,15.3,44.4,17.4,4.9,5.4,2.8,23.4,69.5,6,6,51
5107.0001,11.05897436,5107,34.529766,-90.586049,Arkansas,Phillips,Helena,10.49119401,72342,231233559,5532,4.338447653,3.585860839,2.522922424,1.386367219,0.775504245,1801758335,21757,7.261019361,8.54336675,9.223512781,9.624606337,10.15902231,6.214608098,7.60090246,10.45098261,11.22826802,11.62200915,12.6486834,0.749827071,0.749827071,1.910980767,1.34405679,1.34405679,2.186029819,12.07542631,23.92386306,7.3,16.8,29.8,22.1,14.6,5.5,3.9,32.9,53.9,5,5,37.57142857
5113.0002,10.52773109,5113,34.583699,-94.226234,Arkansas,Polk,Mena,7.925081246,71953,1655657531,14882,0.149653979,0.198313149,1.863146653,1.528773311,0.968479091,2221377955,20662,7.986295205,8.517193191,9.210340372,9.61580548,10.1266311,6.214608098,7.60090246,10.63342663,11.80038544,12.35351905,13.00021544,0.191941156,0.191941156,0.191941156,0.966103421,0.966103421,0.966103421,9.301433803,8.988573857,4.3,12.8,39.3,23.4,7.5,9,3.7,13.1,56.4,6,6,29.6
5115.0003,11.25932203,5115,35.259775,-93.10005,Arkansas,Pope,Russellville,8.72857441,72801,21061744,18685,34.96885813,30.48053633,12.0565221,4.898262887,2.674814903,2104490517,61754,5.096610719,9.608993379,10.35294278,10.76514806,11.40832952,7.775346085,8.68937205,10.97845148,11.7115716,12.15788004,12.79400203,3.499172352,3.499208906,3.524718296,3.640357549,3.640601688,3.671981575,29.34391935,887.1535045,6.2,9.8,33.1,20.6,6,13.9,10.3,23.6,49.1,5,5,32.16666667
5119.0007,11.5736715,5119,34.756189,-92.281296,Arkansas,Pulaski,North Little Rock,9.915561832,72114,20682519,12658,48.99048443,36.74113322,32.28713701,22.29627828,15.24180671,1967777404,382748,5.041305367,11.56601578,12.45142827,12.97073452,13.36844505,8.693997303,9.742248751,12.1988302,13.11763852,13.68156707,14.09533864,5.500976457,5.604372433,5.650979383,6.35609063,6.445732789,6.466255031,194.5077727,612.0144263,0,9.8,19.2,25.2,8.7,23.6,13.5,0,29,3,3,49.125
5119.1004,12.11916667,5119,34.729603,-92.243587,Arkansas,Pulaski,Little Rock,9.915561832,72202,22473183,9978,47.62024221,41.85483136,24.92685936,17.61485928,13.39916113,1967777404,382748,7.337566785,11.4214519,12.43795286,12.93815849,13.36950047,6.214608098,7.60090246,12.06204006,13.12766441,13.65726678,14.1046286,5.499730906,5.604378483,5.651115063,6.352010627,6.445752853,6.466716806,194.5077727,443.9958505,4.5,9.4,23.6,20.2,4.9,21.7,15.6,23.7,37.5,3,3,49.125
